ed96fc28-02ca-4e0d-80cf-fa4c82d610b4,Sparkasse Burbach-Neunkirchen,WELADED1BUB,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-curr/12345678,46051240,sparkasse-adapter
668bc54f-09a7-4d53-bbda-627656113948,Sparkasse Vorpommern,NOLADE21GRW,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-curr/12345678,15050500,sparkasse-adapter
b23e89c3-304e-4360-8708-3ec7278da154,VB B.Drib.-Brakel-Steinh.e,GENODEM1BOT,https://xs2a-test.fiduciagad.de/xs2a/,47267216,fiducia-adapter
20a32cf4-1642-4a01-a801-4093032605c0,Landessparkasse zu Oldenburg,SLZODE22XXX,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-curr/12345678,28050100,sparkasse-adapter
2781d2ed-0308-4da5-9d10-d0d0335dcab6,Volksbank Schwarzwald Baar Hegau,GENODE61VS1,https://xs2a-test.fiduciagad.de/xs2a/,69490000,fiducia-adapter
612f1477-1e03-4bc9-a97e-264d8c63f62d,VR PLUS Altmark-Wendland eG,GENODEF1LCH,https://xs2a-test.fiduciagad.de/xs2a/,,fiducia-adapter
016e54c2-5d14-4360-988e-63692af9a693,Kreissparkasse Gelnhausen,HELADEF1GEL,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-curr/12345678,50750094,sparkasse-adapter
05b2e37b-cc21-4f44-bdba-cf54b763c94c,Volksbank Sauerland eG,GENODEM1SRL,https://xs2a-test.fiduciagad.de/xs2a/,46461126,fiducia-adapter
b803b4d0-cbd0-464c-9238-9f739a753096,Sparkasse Gera-Greiz,HELADEF1GER,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-curr/12345678,83050000,sparkasse-adapter
5bcb373f-3b62-45db-9536-6fea0a8b0e03,Volksbank Vogtland,GENODEF1PL1,https://xs2a-test.fiduciagad.de/xs2a/,87095824,fiducia-adapter
8492a85e-b5a4-453a-bd3e-44dc9c0cb77f,VR-Bank Gerolzhofen,GENODEF1GZH,https://xs2a-test.fiduciagad.de/xs2a/,79362081,fiducia-adapter
d4b804ae-74af-4174-b16f-0d35351fd73b,Stadt-Sparkasse Solingen,SOLSDE33XXX,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-curr/12345678,34250000,sparkasse-adapter
4427032f-952f-41a0-aa7d-fe7f4704e7e8,Sparkasse Meißen,SOLADES1MEI,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-curr/12345678,85055000,sparkasse-adapter
5785016c-f925-4c54-85f0-a7f2efcbfb17,VR-Bank eG Bergisch Gladbach-Leverkusen,GENODED1PAF,https://xs2a-test.fiduciagad.de/xs2a/,37062600,fiducia-adapter
3e3044d5-b3d1-4861-929f-ccebe9a338fa,BNP Paribas Germany, Consorsbank,CSDBDE71XXX,https://xs2a-sndbx.consorsbank.de/                ,76030080,consors-bank-adapter
d02f25a0-92c9-4ab7-a5b3-57c2e3853b38,Sparkasse Hochrhein,SKHRDE6WXXX,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-curr/12345678,68452290,sparkasse-adapter
dc60033f-8f2f-4c2f-b59c-f4d4552ef0bc,BodenseeBank,GENODEF1LBB,https://xs2a-test.fiduciagad.de/xs2a/,73369821,fiducia-adapter
bd2c12cc-860c-47a0-82cd-7f78f91263b2,Volksbank Brenztal,GENODES1GVB,https://xs2a-test.fiduciagad.de/xs2a/,,fiducia-adapter
0a9ac6a4-1851-4b1b-b4da-909d55947d2d,Raiffeisenbank Ersingen,GENODE61ERS,https://xs2a-test.fiduciagad.de/xs2a/,66662155,fiducia-adapter
c021cc24-e119-410c-955a-71b2ff16602a,Sparkasse Olpe-Drolshagen-Wenden,WELADED1OPE,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-curr/12345678,46250049,sparkasse-adapter
ddbfb09e-379a-4b6d-af31-b81b40ae4089,VB Hellweg,GENODEM1SOE,https://xs2a-test.fiduciagad.de/xs2a/,41460116,fiducia-adapter
b4777fef-eff0-4c4a-8f19-4beb9adc0353,Pax-Bank eG,GENODED1PAX,https://xs2a-test.fiduciagad.de/xs2a/,37060193,fiducia-adapter
