Sparkasse Aachen,AACSDE33XXX,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Aichach-Schrobenhausen,BYLADEM1AIC,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Allgäu,BYLADEM1ALG,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Altenburger Land,HELADEF1ALT,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Altmark West,NOLADE21SAW,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Altötting-Mühldorf,BYLADEM1MDF,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse am Niederrhein,WELADED1MOR,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Amberg-Sulzbach,BYLADEM1ABG,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse an der Lippe,WELADED1LUN,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Ansbach,BYLADEM1ANS,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Arnsberg-Sundern,WELADED1ARN,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Arnstadt-Ilmenau,HELADEF1ILK,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Aschaffenburg Alzenau,BYLADEM1ASA,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Attendorn-Lennestadt-Kirchhundem,WELADED1ALK,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Aurich-Norden,BRLADE21ANO,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Bad Hersfeld-Rotenburg,HELADEF1HER,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Bad Kissingen,BYLADEM1KIS,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Bad Neustadt a d Saale,BYLADEM1NES,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Bad Oeynhausen-Porta Westfalica,WELADED1OEH,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Bad Tölz-Wolfratshausen,BYLADEM1WOR,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Baden-Baden Gaggenau,SOLADES1BAD,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Bamberg,BYLADEM1SKB,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Barnim,WELADED1GZE,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Battenberg,HELADEF1BAT,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Bayreuth,BYLADEM1SBT,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Beckum-Wadersloh,WELADED1BEK,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Bensheim,HELADEF1BEN,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Berchtesgadener Land,BYLADEM1BGL,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Bergkamen-Bönen,WELADED1BGK,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Bielefeld,SPBIDE3BXXX,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Bochum,WELADED1BOC,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Bodensee,SOLADES1KNZ,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Bonndorf-Stühlingen,SOLADES1BND,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Bottrop,WELADED1BOT,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Bremen,SBREDE22XXX,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Bühl,SOLADES1BHL,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Burbach-Neunkirchen,WELADED1BUB,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Burgenlandkreis,NOLADE21BLK,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Celle,NOLADE21CEL,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Chemnitz,CHEKDE81GLA,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Chemnitz,CHEKDE81HOT,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Chemnitz,CHEKDE81LIM,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Chemnitz,CHEKDE81LTS,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Chemnitz,CHEKDE81MRN,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Chemnitz,CHEKDE81OLW,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Chemnitz,CHEKDE81XXX,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Coburg-Lichtenfels,BYLADEM1COB,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Dachau,BYLADEM1DAH,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Deggendorf,BYLADEM1DEG,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse der Homburgischen Gemeinden,WELADED1WIE,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse der Stadt Iserlohn,WELADED1ISL,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Dieburg,HELADEF1DIE,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Dillenburg,HELADEF1DIL,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Donauwörth,BYLADEM1DON,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Donnersberg,MALADE51ROK,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Dortmund,DORTDE33XXX,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Duderstadt,NOLADE21DUD,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Duisburg,DUISDE33XXX,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
Sparkasse Düren,SDUEDE33XXX,https://xs2a-sandbox.f-i-apim.de:8444/fixs2a-env/xs2a-api/12345678,sparkasse-adapter
